isNull,original,translated,back_translated
False,"▁မည်သည့် ▁ချ ယ် လှ ယ် သည့်အရာ မဆို ▁စစ်မှန်သော ▁ ဆောင်း ပါး ဖြစ်သည် ▁( ယ ု တ် ည ံ့ သော ▁တင်သွင်း မှု ▁သို့မဟုတ် ▁စက် ဖြင့် ပြုလုပ် သည့် ▁အပိုင်း နှင့် ▁ဆန့်ကျင်ဘက် ) ▁သေချာစေရန် ▁In s ti tu to ▁de ▁Bo rd ado , ▁Ta pe car as ▁e ▁မှ ▁အသိအမှတ်ပြု ထားသည့် ▁M ▁ပါ သော ▁ ခဲ တံ တံဆိပ် ကို ▁ ရှာ ကြည့် ပါ၊ ▁Ar te ? s ana to ▁da ▁Madeira ▁( I n stitute ▁of ▁Madeira n ▁ ပန်း ထိုး ၊ ▁ ချည် ထည် နှင့် ▁လက် မှု ပညာ ) ၊ ▁Ru a ▁Vi s con de ▁de ▁An ad ia ၊ ▁4 4 ▁နှစ် တွင် ▁အရောင်း ပြခန်း / ပြတိုက် တစ်ခုရှိ သည့် ▁တရားဝင် ကျွန်း အဖွဲ့အစည်း ဖြစ်သည်။","မည်သည့် ချ ယ် လှ ယ် သည့်အရာ မဆို စစ်မှန်သော ဆောင်း ပါး ဖြစ်သည် ( ယ ု တ် ည ံ့ သော တင်သွင်း မှု သို့မဟုတ် စက် ဖြင့် ပြုလုပ် သည့် အပိုင်း နှင့် ဆန့်ကျင်ဘက် ) သေချာစေရန် In s ti tu to de Bo rd ado , Ta pe car as e မှ အသိအမှတ်ပြု ထားသည့် M ပါ သော ခဲ တံ တံဆိပ် ကို ရှာ ကြည့် ပါ၊ Ar te ? s ana to da Madeira ( I n stitute of Madeira n ပန်း ထိုး ၊ ချည် ထည် နှင့် လက် မှု ပညာ ) ၊ Ru a Vi s con de de An ad ia ၊ 4 4 နှစ် တွင် အရောင်း ပြခန်း / ပြတိုက် တစ်ခုရှိ သည့် တရားဝင် ကျွန်း အဖွဲ့အစည်း ဖြစ်သည်။","မည်သည့် ချ ယ် လှ ယ် သည့်အရာ မဆို စစ်မှန်သော ဆောင်း ပါး ဖြစ်သည် ( ယ ု တ် ည ံ့ သော တင်သွင်း မှု သို့မဟုတ် စက် ဖြင့် ပြုလုပ် သည့် အပိုင်း နှင့် ဆန့်ကျင်ဘက် ) သေချာစေရန် In s ti tu to de Bo rd ado , Ta pe car as e မှ အသိအမှတ်ပြု ထားသည့် M ပါ သော ခဲ တံ တံ တံဆိပ် ကို ရှာ ကြည့် ပါ၊ Ar te ? s ana to da Madeira ( I n stitute of Madeira n ပန်း ထိုး ၊ ချည် ထည် နှင့် လက် မှု ပညာ ) ၊ Ru a Vi s con de de An ad ia ၊ 4 4 နှစ် တွင် အရောင်း ပြခန်း / ပြတိုက် တစ်ခုရှိ သည့် တရားဝင် ကျွန်း အဖွဲ့အစည်း ဖြစ်သည်။"
False,▁ငါ ဒီ ▁M ul ti vis ta ▁ ထဲ မ ၀င် ပါဘူး၊ ▁ဘာလို့လဲဆိုတော့ ▁k se - fi ▁ လှိုင်း တွေနဲ့ ▁ကြက် သွန် ကြ ော် ရဲ့ ▁ရွှေ ရောင် အ သွေး နဲ့ ▁ နှ ိုင်း စာ ရင် ▁k se - fi ▁ လှိုင်း တွေနဲ့ ▁ နှ ိုင်း စာ ရင် ▁K uch a ra ▁ရဲ့ ▁ လှပ တဲ့ ▁နေ ရဲ့ ▁ hy p er ex ten s ion ▁နဲ့ ▁ နှ ိုင်း စာ ရင် ၊ ▁ ချမ်းသာ တဲ့ ▁ပိုက်ဆံ အိတ် ထဲက ▁အ ကြွ ေး အ မြ ှ ေး ပါး အတွက် ▁ပိုင်းခြား ထားတဲ့ ▁နို့ ဘူး ထဲမှာ ▁ ထည့်ထား တဲ့ ▁bri es s ant e ▁ လိပ် ရဲ့ ▁ကြီးကျယ်ခမ်းနား တဲ့ ▁အ န ံ့ နဲ့ ▁ နှ ိုင်း ယ ှ ဥ ် ကြည့် မယ်ဆိုရင် ▁ပျော်ရွှင် မှု ဟ ော် မုန်း တွေ ▁ ထုတ်လွှတ်မှု ကို ▁ မြှင့်တင် ပေး တဲ့ ▁ ဒြပ် ပေါင်း တွေနဲ့ ▁ပေါင်းစပ် ထားတဲ့ အတွက် ▁လွန်ခဲ့တဲ့ ▁နှစ် နှစ်လောက်က ▁သုံး မျိုး မဟုတ် ပဲ၊ ▁G on zo ▁က ▁ဆိုပါတယ်။ ▁သူ့ ဘဝ ပြဿနာ အတွက် ▁အဖြေ တစ်ခုကို ▁ ရှာတွေ့ ခဲ့တဲ့ ▁အမျိုးသား တစ်ယောက် အတွက် ▁လေ သံ သ ွ င် ပြင် နဲ့ ။,ငါ ဒီ M ul ti vis ta ထဲ မ ၀င် ပါဘူး၊ ဘာလို့လဲဆိုတော့ k se - fi လှိုင်း တွေနဲ့ ကြက် သွန် ကြ ော် ရဲ့ ရွှေ ရောင် အ သွေး နဲ့ နှ ိုင်း စာ ရင် k se - fi လှိုင်း တွေနဲ့ နှ ိုင်း စာ ရင် K uch a ra ရဲ့ လှပ တဲ့ နေ ရဲ့ hy p er ex ten s ion နဲ့ နှ ိုင်း စာ ရင် ၊ ချမ်းသာ တဲ့ ပိုက်ဆံ အိတ် ထဲက အ ကြွ ေး အ မြ ှ ေး ပါး အတွက် ပိုင်းခြား ထားတဲ့ နို့ ဘူး ထဲမှာ ထည့်ထား တဲ့ bri es s ant e လိပ် ရဲ့ ကြီးကျယ်ခမ်းနား တဲ့ အ န ံ့ နဲ့ နှ ိုင်း ယ ှ ဥ ် ကြည့် မယ်ဆိုရင် ပျော်ရွှင် မှု ဟ ော် မုန်း တွေ ထုတ်,ငါ ဒီ M ul ti vis ta ထဲ မ ၀င် ပါဘူး၊ ဘာလို့လဲဆိုတော့ k se - fi လှိုင်း တွေနဲ့ ကြက် သွန် ကြ ော် ရဲ့ ရွှေ ရောင် အ သွေး နဲ့ နှ ိုင်း စာ ရင် k se - fi လှိုင်း တွေနဲ့ နှ ိုင်း စာ ရင် K uch a ra ရဲ့ လှပ တဲ့ နေ ရဲ့ hy p er ex ten s ion နဲ့ နှ ိုင်း စာ ရင် ၊ ချမ်းသာ တဲ့ ပိုက်ဆံ အိတ် ထဲက အ ကြွ ေး အ မြ ှ ေး ပါး အတွက် ပိုင်းခြား ထားတဲ့ နို့ ဘူး ထဲမှာ ထည့်ထား တဲ့ bri es s ant e လိပ် ရဲ့ ကြီးကျယ်ခမ်းနား တဲ့ အ န ံ့ နဲ့ နှ ိုင်း ယ ှ ဥ ် ကြည့် မယ်ဆိုရင် ပျော်ရွှင် မှု ဟ ော် မုန်း တွေ ထုတ်
False,▁ငါ ဘာ ပဲ လုပ် လုပ် ▁အဆုံး အ ဖြတ် မခံ ဘဲ ▁လူ ထု အလုပ် တွေ လုပ်ဖို့ ▁အဲဒီ အလုပ် မှာ ▁နည်းလမ်း တစ်ခုခု ▁ ရှာတွေ့ မယ်လို့ ▁ငါထင်တယ် ၊ ▁အဲဒါက ▁ငါ သင် ပေး ခဲ့တာ လို့ ▁ Z el on ▁က ပြော ပါတယ်။,ငါ ဘာ ပဲ လုပ် လုပ် အဆုံး အ ဖြတ် မခံ ဘဲ လူ ထု အလုပ် တွေ လုပ်ဖို့ အဲဒီ အလုပ် မှာ နည်းလမ်း တစ်ခုခု ရှာတွေ့ မယ်လို့ ငါထင်တယ် ၊ အဲဒါက ငါ သင် ပေး ခဲ့တာ လို့ Z el on က ပြော ပါတယ်။,ငါ ဘာ ပဲ လုပ် လုပ် အဆုံး အ ဖြတ် မခံ ဘဲ လူ ထု အလုပ် တွေ လုပ်ဖို့ အဲဒီ အလုပ် မှာ နည်းလမ်း တစ်ခုခု ရှာတွေ့ မယ်လို့ ငါထင်တယ် ၊ အဲဒါက ငါ သင် ပေး ခဲ့တာ လို့ Z el on က ပြော ပါတယ်။
False,▁C lar k ▁သည် ▁သူ နှင့် ▁R ed gra ve ▁ တို့၏ ▁ အိမ်ထောင် ရေး ကို ▁ဆက်လက် ထိန်းသိမ်း နိုင် မည်ဟု ▁မျှော်လင့် ကြောင်း လည်း ▁ထုတ်ဖော် ပြောကြားခဲ့သည်။,C lar k သည် သူ နှင့် R ed gra ve တို့၏ အိမ်ထောင် ရေး ကို ဆက်လက် ထိန်းသိမ်း နိုင် မည်ဟု မျှော်လင့် ကြောင်း လည်း ထုတ်ဖော် ပြောကြားခဲ့သည်။,C lar k သည် သူ နှင့် R ed gra ve တို့၏ အိမ်ထောင် ရေး ကို ဆက်လက် ထိန်းသိမ်း နိုင် မည်ဟု မျှော်လင့် ကြောင်း လည်း ထုတ်ဖော် ပြောကြားခဲ့သည်။
False,▁ဥပမာအားဖြင့် ▁ ဆင်း ရဲ မ ွ ဲ တေ မှုသည် ▁အနောက် နိုင်ငံ များတွင် ▁နေထိုင် ကြ သူ များကဲ့သို့ ▁အ ရှက် ကွဲ ခြင်းကို ▁မ ဖန်တီး ပေး ပေ။,ဥပမာအားဖြင့် ဆင်း ရဲ မ ွ ဲ တေ မှုသည် အနောက် နိုင်ငံ များတွင် နေထိုင် ကြ သူ များကဲ့သို့ အ ရှက် ကွဲ ခြင်းကို မ ဖန်တီး ပေး ပေ။,ဥပမာအားဖြင့် ဆင်း ရဲ မ ွ ဲ တေ မှုသည် အနောက် နိုင်ငံ များတွင် နေထိုင် ကြ သူ များကဲ့သို့ အ ရှက် ကွဲ ခြင်းကို မ ဖန်တီး ပေး ပေ။
False,▁Ja is al m er ▁သွား တဲ့ လမ်း ကို ▁ပြန် ရောက် တော့ ▁လယ်ကွင်း ထဲကို ▁မ ဆင်း ခင် ▁နောက်ဆုံး ▁ အရောင် တွေ ▁ပ က် ဖျ န်း ပြီး ▁အနီရောင် ▁ င ရု တ် သီး တ ောင့် တွေနဲ့ ▁အ စက် ချ ထား ပါတယ်။,Ja is al m er သွား တဲ့ လမ်း ကို ပြန် ရောက် တော့ လယ်ကွင်း ထဲကို မ ဆင်း ခင် နောက်ဆုံး အရောင် တွေ ပ က် ဖျ န်း ပြီး အနီရောင် င ရု တ် သီး တ ောင့် တွေနဲ့ အ စက် ချ ထား ပါတယ်။,Ja is al m er သွား တဲ့ လမ်း ကို ပြန် ရောက် တော့ လယ်ကွင်း ထဲကို မ ဆင်း ခင် နောက်ဆုံး အရောင် တွေ ပ က် ဖျ န်း ပြီး အနီရောင် င ရု တ် သီး တ ောင့် တွေနဲ့ အ စက် ချ ထား ပါတယ်။
False,▁တစ်ချို့ အဖွဲ့ တွေက ▁V ick s burg ▁က ▁V ick s burg ▁စစ် မြေ ပြင် ကို ▁သွား ခွင့် ရ ရင် ▁V ick s burg ▁စစ် မြေ ပြင် ကို ▁ ကူး ဖို့ ▁အ ခွင့် ကောင်း ရ ဖူး ရင် ▁တစ်ချို့ ▁Texas ▁uh ▁ အဖွဲ့ တွေ ရှိ တော့ ▁အဲဒီ နေရာ က ▁ နယ်မြေ တစ်ခု ရှိတယ်၊ ▁ အဲဒီမှာ ▁စိတ်ဝင်စားစရာ ကောင်းတဲ့ ▁အချိန် တွေရှိတယ်။,တစ်ချို့ အဖွဲ့ တွေက V ick s burg က V ick s burg က V ick s burg စစ် မြေ ပြင် ကို သွား ခွင့် ရ ရင် V ick s burg စစ် မြေ ပြင် ကို ကူး ဖို့ အ ခွင့် ကောင်း ရ ဖူး ရင် တစ်ချို့ Texas uh အဖွဲ့ တွေ ရှိ တော့ အဲဒီ နေရာ က နယ်မြေ တစ်ခု ရှိတယ်၊ အဲဒီမှာ စိတ်ဝင်စားစရာ ကောင်းတဲ့ အချိန် တွေရှိတယ်။,တစ်ချို့ အဖွဲ့ တွေက V ick s burg က V ick s burg က V ick s burg က V ick s burg က V ick s burg စစ် မြေ ပြင် ကို သွား ခွင့် ရ ရင် V ick s burg စစ် မြေ ပြင် ကို ကူး ဖို့ အ ခွင့် ကောင်း ရ ဖူး ရင် တစ်ချို့ Texas uh အဖွဲ့ တွေ ရှိ တော့ အဲဒီ နေရာ က နယ်မြေ တစ်ခု ရှိတယ်၊ အဲဒီမှာ စိတ်ဝင်စားစရာ ကောင်းတဲ့ အချိန် တွေရှိတယ်။
False,▁ဘာပဲဖြစ်ဖြစ် ▁ဖြစ် သင့်တယ်လို့ ▁ထင်ပါတယ်။,ဘာပဲဖြစ်ဖြစ် ဖြစ် သင့်တယ်လို့ ထင်ပါတယ်။,ဘာပဲဖြစ်ဖြစ် ဖြစ် သင့်တယ်လို့ ထင်ပါတယ်။
False,▁ထို့အပြင် ▁ လျော်ကြေး ပေး ရေး ကော်မတီ များသည် ▁ကုမ္ပဏီ နှင့် ၎င်း၏ အ စု ရှ ယ် ယာ ရှင် များနှင့် ▁၎င်းတို့ နှင့် သူတို့ ကို ▁မှန် ကန် သည့်အရာ များ လုပ်ဆောင်ရန် ▁စီမံခန့်ခွဲမှု အတွက် ▁ မက်လုံးများ ပေးဆောင် ရန် ▁ လျော်ကြေး ၏ သက်ရောက်မှု များကို ▁နားလည် ရန် ▁လိုအပ်ပါသည်။,ထို့အပြင် လျော်ကြေး ပေး ရေး ကော်မတီ များသည် ကုမ္ပဏီ နှင့် ၎င်း၏ အ စု ရှ ယ် ယာ ရှင် များနှင့် ၎င်းတို့ နှင့် သူတို့ ကို မှန် ကန် သည့်အရာ များ လုပ်ဆောင်ရန် စီမံခန့်ခွဲမှု အတွက် မက်လုံးများ ပေးဆောင် ရန် လျော်ကြေး ၏ သက်ရောက်မှု များကို နားလည် ရန် လိုအပ်ပါသည်။,ထို့အပြင် လျော်ကြေး ပေး ရေး ကော်မတီ များသည် ကုမ္ပဏီ နှင့် ၎င်း၏ အ စု ရှ ယ် ယာ ရှင် များနှင့် ၎င်းတို့ နှင့် သူတို့ ကို မှန် ကန် သည့်အရာ များ လုပ်ဆောင်ရန် စီမံခန့်ခွဲမှု အတွက် မက်လုံးများ ပေးဆောင် ရန် လျော်ကြေး ၏ သက်ရောက်မှု များကို နားလည် ရန် လိုအပ်ပါသည်။
False,▁စတုတ္ထ ရာစု ▁ရောမ ဧကရာဇ် ▁G ra t ian us ▁သည် ▁ အစောပိုင်း ▁ဧည့်သည် တစ်ဦး ဖြစ်ပြီး ▁နောက်ပိုင်းတွင် ▁ ရို မ န်း တစ် က ဗျာ ဆရာ ▁Al ph on se ▁de ▁La mar t in e ၊ ▁ဗ စ် တိုး ရီးယား ဘုရင် မ ၊ ▁Sain t - S a ? « ns ▁နှင့် ▁Ra ch man in ov ▁တို့ ကဲ့သို့သော ▁ ထင်ရှားကျော်ကြား သူများ နောက် တွင် ▁ လိုက် ပါ ခဲ့ကြသည်။,စတုတ္ထ ရာစု ရောမ ဧကရာဇ် G ra t ian us သည် အစောပိုင်း ဧည့်သည် တစ်ဦး ဖြစ်ပြီး နောက်ပိုင်းတွင် ရို မ န်း တစ် က ဗျာ ဆရာ Al ph on se de La mar t in e ၊ ဗ စ် တိုး ရီးယား ဘုရင် မ ၊ Sain t - S a ? « ns နှင့် Ra ch man in ov တို့ ကဲ့သို့သော ထင်ရှားကျော်ကြား သူများ နောက် တွင် လိုက် ပါ ခဲ့ကြသည်။,စတုတ္ထ ရာစု ရောမ ဧကရာဇ် G ra t ian us သည် အစောပိုင်း ဧည့်သည် တစ်ဦး ဖြစ်ပြီး နောက်ပိုင်းတွင် ရို မ န်း တစ် က ဗျာ ဆရာ Al ph on se de La mar t in e ၊ ဗ စ် တိုး ရီးယား ဘုရင် မ ၊ Sain t - S a ? « ns နှင့် Ra ch man in ov တို့ ကဲ့သို့သော ထင်ရှားကျော်ကြား သူများ နောက် တွင် လိုက် ပါ ခဲ့ကြသည်။
False,▁ဒါ နဲ့ ▁ကျွန်တော် ကိုယ်တိုင် ▁တရားရုံး ကို ▁ သွားပြီး တော့ ▁အမှန် အတိုင်း ပြော ပေမယ့် ▁အဲဒါက ▁ကျွန်တော့်ကို ▁ ကောင်း ကျိုး မပေး ဘူး။,ဒါ နဲ့ ကျွန်တော် ကိုယ်တိုင် တရားရုံး ကို သွားပြီး တော့ အမှန် အတိုင်း ပြော ပေမယ့် အဲဒါက ကျွန်တော့်ကို ကောင်း ကျိုး မပေး ဘူး။,ဒါ နဲ့ ကျွန်တော် ကိုယ်တိုင် တရားရုံး ကို သွားပြီး တော့ အမှန် အတိုင်း ပြော ပေမယ့် အဲဒါက ကျွန်တော့်ကို ကောင်း ကျိုး မပေး ဘူး။
False,▁Mo re ▁Li n k s ▁( M is ce ll an e ous ▁အောက် ရှိ ▁ညာဘက် ခြမ်း ရှိ ) ▁နှင့် ▁မှ ▁ နှိပ် ပါ။,Mo re Li n k s ( M is ce ll an e ous အောက် ရှိ ညာဘက် ခြမ်း ရှိ ) နှင့် မှ နှိပ် ပါ။,Mo re Li n k s ( M is ce ll an e ous အောက် ရှိ ညာဘက် ခြမ်း ရှိ ) နှင့် မှ နှိပ် ပါ။
False,▁ဒါ နဲ့ ▁ကျွန်တော် ▁အဲဒါကို ▁စ ပြီး ကြည့် ရင်း ▁ရုတ်တရက် ▁ စောင့် မျှ ော် ရင်း ▁နောက် အပတ် မှာ ▁ဘာ သွား သွား လဲ။,ဒါ နဲ့ ကျွန်တော် အဲဒါကို စ ပြီး ကြည့် ရင်း ရုတ်တရက် စောင့် မျှ ော် ရင်း နောက် အပတ် မှာ ဘာ သွား သွား သွား လဲ။,ဒါ နဲ့ ကျွန်တော် အဲဒါကို စ ပြီး ကြည့် ရင်း ရုတ်တရက် စောင့် မျှ ော် ရင်း နောက် အပတ် မှာ ဘာ သွား သွား သွား သွား လဲ။
False,▁ ဟင့်အင်း ▁မဟုတ်ဘူး ▁အိုး ▁ ဂရုစိုက် ပါ,ဟင့်အင်း မဟုတ်ဘူး အိုး ဂရုစိုက် ပါ,ဟင့်အင်း မဟုတ်ဘူး အိုး ဂရုစိုက် ပါ
False,▁ ' မင်္ဂလာ ပါ ▁Ben ',' မင်္ဂလာ ပါ Ben ',' မင်္ဂလာ ပါ Ben '
False,▁ဘယ်လို သက် သေ ပြ နိုင် မလဲ။,ဘယ်လို သက် သေ ပြ နိုင် မလဲ။,ဘယ်လို သက် သေ ပြ နိုင် မလဲ။
False,▁၎င်းသည် ▁18 12 ▁ခုနှစ်တွင် ▁နပိုလီယံ ကို ▁မ ော် စ ကို သို့ ▁သယ်ဆောင် လာ သော ▁ နည်း ပြ မှ သည် ▁19 0 4 ▁ခုနှစ် မှ ▁မြင် း ကောင် ရေ ▁4 ▁ ကောင် ရေ အား ရှိသော ▁Re na ul t ▁ကား နှင့် ▁အခြားသော ▁ရာစု အ ပြောင်း အ ရွှေ ့ ▁ဂန္တဝင် ကား များ အထိ ▁အမျိုးအစား အားလုံးကို ▁ပြသထားသည်။,၎င်းသည် 18 12 ခုနှစ်တွင် နပိုလီယံ ကို မ ော် စ ကို သို့ သယ်ဆောင် လာ သော နည်း ပြ မှ သည် 19 0 4 ခုနှစ် မှ မြင် း ကောင် ရေ 4 ကောင် ရေ အား ရှိသော Re na ul t ကား နှင့် အခြားသော ရာစု အ ပြောင်း အ ရွှေ ့ ဂန္တဝင် ကား များ အထိ အမျိုးအစား အားလုံးကို ပြသထားသည်။,၎င်းသည် အမျိုးအစား အားလုံးကို ပြသထားသည်။ အမျိုးအစား အားလုံးကို ပြသထားသည်။
False,▁ဤ အမှုဆောင် ၏ အ ဆို အရ ၊ ▁မြို့တော် ခန်းမ အစည်းအဝေး များသည် ▁၎င်း၏ ဖောက်သည်များ ၏ ▁စိတ် ကျေနပ် မှု အဆင့် များကို ▁ မြှင့်တင် ပေး ခဲ့ပြီး ▁၎င်းတို့ အတွက် ▁အရေးကြီး ဆုံး သော စိုးရိမ် မှုများကို ▁စစ် မှု ထမ်း ဟောင်း များက ▁ဖော်ထုတ် ကာ ▁၎င်းတို့၏ အကျိုးခံစားခွင့် အ ရေး ဆို ချက်များကို ▁လုပ်ဆောင် နေသော ▁V BA ▁ဝန်ထမ်း များထံ ▁တိုက်ရိုက် ဝင်ရောက် ခွင့် ရ ခဲ့ပြီး ▁တောင်းဆို ချက် လုပ်ငန်းစဉ် များကို ▁ ပိုမိုကောင်းမွန် စွာ ▁နားလည် နိုင် သောကြောင့် ဖြစ်သည်။,ဤ အမှုဆောင် ၏ အ ဆို အရ ၊ မြို့တော် ခန်းမ အစည်းအဝေး များသည် ၎င်း၏ ဖောက်သည်များ ၏ စိတ် ကျေနပ် မှု အဆင့် များကို မြှင့်တင် ပေး ခဲ့ပြီး ၎င်းတို့ အတွက် အရေးကြီး ဆုံး သော စိုးရိမ် မှုများကို စစ် မှု ထမ်း ဟောင်း များက ဖော်ထုတ် ကာ ၎င်းတို့၏ အကျိုးခံစားခွင့် အ ရေး ဆို ချက်များကို လုပ်ဆောင် နေသော V BA ဝန်ထမ်း များထံ တိုက်ရိုက် ဝင်ရောက် ခွင့် ရ ခဲ့ပြီး တောင်းဆို ချက် လုပ်ငန်းစဉ် များကို ပိုမိုကောင်းမွန် စွာ နားလည် နိုင် သောကြောင့် ဖြစ်သည်။,ဤ အမှုဆောင် ၏ အ ဆို အရ ၊ မြို့တော် ခန်းမ အစည်းအဝေး များသည် ၎င်း၏ ဖောက်သည်များ ၏ စိတ် ကျေနပ် မှု အဆင့် များကို မြှင့်တင် ပေး ခဲ့ပြီး ၎င်းတို့ အတွက် အရေးကြီး ဆုံး သော စိုးရိမ် မှုများကို စစ် မှု ထမ်း ဟောင်း များက ဖော်ထုတ် ကာ ၎င်းတို့၏ အကျိုးခံစားခွင့် အ ရေး ဆို ချက်များကို လုပ်ဆောင် နေသော V BA ဝန်ထမ်း များထံ တိုက်ရိုက် ဝင်ရောက် ခွင့် ရ ခဲ့ပြီး တောင်းဆို ချက် လုပ်ငန်းစဉ် များကို ပိုမိုကောင်းမွန် စွာ နားလည် နိုင် သောကြောင့် ဖြစ်သည်။
False,▁နာရီ အနည်းငယ် ကြာ မှ ▁မ ကောင်း ဘူးလို့ ▁မြင် ပါတယ်။,နာရီ အနည်းငယ် ကြာ မှ မ ကောင်း ဘူးလို့ မြင် ပါတယ်။,နာရီ အနည်းငယ် ကြာ မှ မ ကောင်း ဘူးလို့ မြင် ပါတယ်။
False,▁အရှေ့ဘက် တွင် ▁ ခရစ်ယာန် တပ် များ ▁ ဆုတ် ခွာ သွား သော ▁မ ွတ် ဆ လင် အာဏာ သစ် များ ▁တက်လာ သည်။,အရှေ့ဘက် တွင် ခရစ်ယာန် တပ် များ ဆုတ် ခွာ သွား သော မ ွတ် ဆ လင် အာဏာ သစ် များ တက်လာ သည်။,အရှေ့ဘက် တွင် ခရစ်ယာန် တပ် များ ဆုတ် ခွာ သွား သော မ ွတ် ဆ လင် အာဏာ သစ် များ တက်လာ သည်။
False,▁စစ်မှန်သော ▁ပ ရ ဟ ိ တ သည် ▁ မိ မိ ကိုယ်တိုင် မဟုတ် ကြောင်း ▁ကျိုးကြောင်း ဆီလျော် သော ▁မြင့်မြတ်သော ▁အခွင့်အာဏာ ဖြင့် ▁ကျွန်ုပ်တို့ အား ▁ပြောကြားခဲ့ပါ သည်။,စစ်မှန်သော ပ ရ ဟ ိ တ သည် မိ မိ ကိုယ်တိုင် မဟုတ် ကြောင်း ကျိုးကြောင်း ဆီလျော် သော မြင့်မြတ်သော အခွင့်အာဏာ ဖြင့် ကျွန်ုပ်တို့ အား ပြောကြားခဲ့ပါ သည်။,စစ်မှန်သော ပ ရ ဟ ိ တ သည် မိ မိ ကိုယ်တိုင် မဟုတ် ကြောင်း ကျိုးကြောင်း ဆီလျော် သော မြင့်မြတ်သော အခွင့်အာဏာ ဖြင့် ကျွန်ုပ်တို့ အား ပြောကြားခဲ့ပါ သည်။
False,▁ဟုတ်တယ်၊ ▁ ကြုံ လာ ရင် ▁ ဘာလုပ် ရမလဲ,ဟုတ်တယ်၊ ကြုံ လာ ရင် ဘာလုပ် ရမလဲ,ဟုတ်တယ်၊ ကြုံ လာ ရင် ဘာလုပ် ရမလဲမလဲ
False,"▁ ဘွဲ့ လွန် ကျောင်း မှ ▁ရှေ့နေ များသည် ▁တစ်နှစ်လျှင် ▁ပျမ်းမျှ အ ကြွ ေး ▁$ 9 0,000 ▁ ထက် နည်း သော ▁အ ကြွ ေး များနှင့် ▁ ရင်ဆိုင်နေရ ပြီး ▁ဥပဒေ ဆိုင်ရာ ▁အ ထောက် အ ကူ ပေးသည့် ▁အဖွဲ့အစည်း များတွင် ▁ပျမ်းမျှ ▁ လစာ ▁$3 1,000 ▁ ဖြင့် ▁အလုပ်အကိုင် ▁ မတတ်နိုင် ကြ ပေ။","ဘွဲ့ လွန် ကျောင်း မှ ရှေ့နေ များသည် တစ်နှစ်လျှင် ပျမ်းမျှ အ ကြွ ေး $ 9 0,000 ထက် နည်း သော အ ကြွ ေး များနှင့် ရင်ဆိုင်နေရ ပြီး ဥပဒေ ဆိုင်ရာ အ ထောက် အ ကူ ပေးသည့် အဖွဲ့အစည်း များတွင် ပျမ်းမျှ လစာ $3 1,000 ဖြင့် အလုပ်အကိုင် မတတ်နိုင် ကြ ပေ။","ဘွဲ့ လွန် ကျောင်း မှ ရှေ့နေ များသည် တစ်နှစ်လျှင် ပျမ်းမျှ အ ကြွ ေး $ 9 0,000 ထက် နည်း သော အ ကြွ ေး များနှင့် ရင်ဆိုင်နေရ ပြီး ဥပဒေ ဆိုင်ရာ အ ထောက် အ ကူ ပေးသည့် အဖွဲ့အစည်း များတွင် ပျမ်းမျှ လစာ $3 1,000 ဖြင့် အလုပ်အကိုင် မတတ်နိုင် ကြ ပေ။"
False,▁ဤနေရာတွင် ▁ ခေါက် ရိုး ကျ နေသော ▁ ဦးခေါင်း တစ်လုံး ၊ ▁ခေါင်း နှစ် လုံး ပါ သော ▁ ဆိတ် တစ်ကောင် နှင့် ▁ ခ ြ စ် ထုတ် ခံထားရ သော ▁ငွေ ဖြင့် ပြုလုပ် ထားသော ▁Mar il yn ▁Mo n ro e ▁ ရုပ်တု ကို ▁သင် တွေ့ ရပါမည်။,ဤနေရာတွင် ခေါက် ရိုး ကျ နေသော ဦးခေါင်း တစ်လုံး ၊ ခေါင်း နှစ် လုံး ပါ သော ဆိတ် တစ်ကောင် နှင့် ခ ြ စ် ထုတ် ခံထားရ သော ငွေ ဖြင့် ပြုလုပ် ထားသော Mar il yn Mo n ro e ရုပ်တု ကို သင် တွေ့ ရပါမည်။,ဤနေရာတွင် ခေါက် ရိုး ကျ နေသော ဦးခေါင်း တစ်လုံး ၊ ခေါင်း နှစ် လုံး ပါ သော ဆိတ် တစ်ကောင် နှင့် ခ ြ စ် ထုတ် ခံထားရ သော ငွေ ဖြင့် ပြုလုပ် ထားသော Mar il yn Mo n ro e ရုပ်တု ကို သင် တွေ့ ရပါမည်။
